"",logFC,AveExpr,t,P.Value,adj.P.Val,B
1129_103.581439,-0.19616,-4.7184e-16,-0.6238,0.54145,0.6733,-6.5563
1255_305.306261,-0.16937,-7.7161e-16,-0.61701,0.54581,0.67802,-6.5606
1510_529.348595,-0.15906,-4.3299e-16,-0.61595,0.54649,0.67817,-6.5613
834_199.09416,-0.14179,-7.7785e-16,-0.6073,0.55208,0.68439,-6.5667
231_503.319054,0.1958,-4.4686e-16,0.60255,0.55515,0.6875,-6.5696
1192_370.741051,-0.19078,1.6653e-16,-0.5983,0.55792,0.69021,-6.5723
1156_343.131535,0.18269,-6.6058e-16,0.59639,0.55916,0.69104,-6.5734
761_105.719239,-0.13786,1.0464e-15,-0.59428,0.56054,0.69202,-6.5747
170_217.156372,0.13368,1.1227e-15,0.59135,0.56245,0.69367,-6.5765
970_345.227254,-0.1554,-1.9984e-16,-0.58675,0.56547,0.69631,-6.5793
1084_522.987506,0.15796,3.8858e-16,0.58575,0.56612,0.69631,-6.5799
1115_313.18329,-0.16789,5.3291e-16,-0.58542,0.56633,0.69631,-6.5801
1150_206.89398,-0.18853,-1.4433e-16,-0.58203,0.56856,0.69834,-6.5821
276_366.261299,-0.17367,1.6098e-16,-0.57982,0.57001,0.6994,-6.5834
1282_360.178217,-0.15932,-1.9984e-16,-0.57528,0.57301,0.70236,-6.5861
286_346.235355,-0.16914,0,-0.56321,0.58101,0.71144,-6.5932
74_357.300027,0.14578,8.4134e-16,0.55781,0.5846,0.71511,-6.5963
1452_512.681812,-0.15335,-3.7748e-16,-0.54939,0.59023,0.72126,-6.6011
97_291.156778,0.14407,-1.9845e-16,0.54675,0.59201,0.7227,-6.6026
1213_490.652292,-0.17481,3.0531e-16,-0.54316,0.59442,0.7249,-6.6046
1085_338.901934,-0.16447,-3.3307e-16,-0.54224,0.59504,0.72492,-6.6051
652_229.927417,0.13277,2.269e-16,0.54068,0.59609,0.72546,-6.606
785_658.198954,0.14552,8.063e-16,0.53855,0.59752,0.72647,-6.6071
292_456.945803,0.14074,8.4099e-16,0.53394,0.60064,0.72952,-6.6097
772_937.137846,-0.1157,-1.3878e-18,-0.52912,0.6039,0.73274,-6.6123
158_399.154394,0.13567,4.3195e-16,0.52686,0.60544,0.73386,-6.6135
311_272.794791,-0.15314,7.1054e-16,-0.52418,0.60726,0.73533,-6.615
288_322.862665,-0.1673,-7.7716e-16,-0.52327,0.60788,0.73534,-6.6155
757_331.209202,-0.13812,-6.2172e-16,-0.52187,0.60883,0.73574,-6.6162
650_177.955981,0.12386,4.8711e-16,0.5125,0.61522,0.74272,-6.6212
1407_520.943071,0.1334,6.3977e-16,0.51098,0.61626,0.74323,-6.622
609_275.258168,-0.10951,4.1633e-18,-0.50698,0.61901,0.7451,-6.6241
1341_202.986386,-0.13261,4.1078e-16,-0.50595,0.61971,0.7451,-6.6247
1567_547.271228,0.13173,-8.3267e-18,0.50566,0.61991,0.7451,-6.6248
48_437.235779,-0.14612,3.5302e-16,-0.5051,0.6203,0.7451,-6.6251
645_244.190485,0.13105,-6.3005e-16,0.5035,0.62139,0.74567,-6.6259
253_436.782828,-0.16971,-3.1086e-16,-0.50218,0.6223,0.74602,-6.6266
1552_669.009212,0.13015,1.1102e-17,0.50063,0.62337,0.74655,-6.6274
206_338.805967,-0.1681,-2.7756e-16,-0.49458,0.62754,0.75079,-6.6305
180_337.10474,0.14258,-3.5458e-16,0.49357,0.62824,0.75088,-6.6311
285_458.942874,0.12688,-1.3878e-18,0.49013,0.63062,0.75298,-6.6328
726_203.10674,-0.11665,1.2438e-15,-0.48724,0.63262,0.7539,-6.6343
1191_255.15678,-0.13544,7.5495e-16,-0.4872,0.63265,0.7539,-6.6343
868_205.086003,-0.1125,1.0707e-15,-0.4863,0.63327,0.7539,-6.6347
1369_556.395608,0.12444,-6.356e-16,0.48221,0.63611,0.75653,-6.6368
1228_453.126131,-0.13982,-7.1054e-16,-0.47774,0.63922,0.75947,-6.639
301_542.379934,0.12193,-2.2482e-16,0.47399,0.64184,0.76183,-6.6408
272_378.824245,-0.15707,-5.9952e-16,-0.47107,0.64387,0.76349,-6.6423
729_221.117312,-0.10825,8.1116e-16,-0.46912,0.64524,0.76435,-6.6432
752_318.279242,-0.11899,8.8402e-16,-0.46541,0.64784,0.76667,-6.645
52_481.261974,-0.13562,-1.0408e-18,-0.46374,0.649,0.76706,-6.6458
604_355.149284,-0.1156,2.4286e-16,-0.46312,0.64944,0.76706,-6.6461
1483_761.623625,0.11567,6.6613e-16,0.45324,0.65639,0.7745,-6.6508
924_323.057736,-0.10991,-4.7323e-16,-0.44904,0.65935,0.77724,-6.6527
1321_411.181254,0.11403,6.5434e-16,0.44774,0.66027,0.77755,-6.6533
1296_405.261208,-0.11837,-1.8874e-16,-0.44455,0.66253,0.77945,-6.6548
1184_432.259241,-0.11992,1.9984e-16,-0.44243,0.66403,0.78045,-6.6558
124_329.005254,-0.10874,9.3051e-16,-0.43969,0.66598,0.78105,-6.657
120_221.945827,-0.11392,-8.4308e-16,-0.43904,0.66644,0.78105,-6.6573
1323_287.092463,0.11142,-2.269e-16,0.43896,0.66649,0.78105,-6.6574
265_305.070581,-0.13733,-6.3283e-16,-0.4352,0.66917,0.78239,-6.6591
1798_800.646117,0.11018,6.7377e-16,0.43475,0.66949,0.78239,-6.6593
797_274.839343,-0.13514,1.5543e-16,-0.4346,0.66959,0.78239,-6.6593
1284_345.209491,0.10837,4.4617e-16,0.42857,0.67388,0.78663,-6.662
1390_544.98538,0.10755,6.8071e-16,0.42575,0.6759,0.78822,-6.6633
1007_531.257466,-0.10327,-2.7756e-18,-0.41858,0.68102,0.79342,-6.6664
19_333.278904,0.10838,-2.0817e-16,0.4168,0.6823,0.79414,-6.6672
260_476.295607,-0.13937,-4.3854e-16,-0.41134,0.68622,0.79793,-6.6695
1120_383.014099,-0.12598,-6.5503e-16,-0.40625,0.68987,0.8014,-6.6717
247_454.723172,-0.13437,1.4433e-16,-0.40406,0.69146,0.80246,-6.6726
1465_938.137975,0.1166,-5.3291e-16,0.40212,0.69285,0.80331,-6.6734
641_305.248243,-0.10578,6.2172e-16,-0.39753,0.69617,0.80606,-6.6753
193_214.089717,-0.11661,1.8319e-16,-0.39697,0.69657,0.80606,-6.6756
1534_563.03829,0.098173,1.1505e-15,0.39318,0.69932,0.80846,-6.6771
46_393.209583,-0.11491,6.8522e-16,-0.39119,0.70076,0.80935,-6.6779
1372_376.732178,-0.10781,3.8858e-16,-0.38749,0.70344,0.8115,-6.6794
830_407.188838,-0.10213,8.2928e-16,-0.38675,0.70398,0.8115,-6.6797
63_621.418363,-0.1219,-3.1988e-16,-0.3849,0.70532,0.81198,-6.6805
1311_225.073429,0.095666,1.165e-15,0.38432,0.70575,0.81198,-6.6807
1579_703.643364,0.10999,-7.383e-16,0.38219,0.70729,0.8126,-6.6815
708_217.143524,0.10661,5.5511e-18,0.38145,0.70783,0.8126,-6.6818
244_498.308726,-0.12487,8.3267e-18,-0.38078,0.70831,0.8126,-6.6821
70_525.288151,-0.10833,9.2426e-16,-0.37975,0.70907,0.81268,-6.6825
174_260.862449,-0.1386,3.9968e-16,-0.37881,0.70975,0.81269,-6.6829
1105_107.734598,0.10706,7.272e-16,0.37409,0.71319,0.81585,-6.6847
382_738.38282,0.10553,3.7748e-16,0.36809,0.71757,0.82008,-6.687
1059_164.977165,0.087217,-4.6074e-16,0.35399,0.72792,0.82906,-6.6923
1406_824.161055,0.087205,4.8295e-16,0.35394,0.72795,0.82906,-6.6923
1032_223.063738,-0.095776,-1.9984e-16,-0.35362,0.72819,0.82906,-6.6925
242_149.002564,0.10374,-8.7708e-16,0.3531,0.72857,0.82906,-6.6926
1386_312.920405,0.094351,8.1046e-16,0.35267,0.72889,0.82906,-6.6928
219_269.138448,-0.10035,-9.1038e-16,-0.35018,0.73072,0.83036,-6.6937
776_122.081211,0.077669,1.149e-15,0.34569,0.73403,0.83333,-6.6953
1861_889.745377,0.083988,4.8017e-16,0.34221,0.7366,0.83546,-6.6966
953_360.883868,-0.10657,-4.8295e-16,-0.34045,0.73789,0.83567,-6.6972
1506_550.648149,0.09718,-3.7192e-16,0.33936,0.7387,0.83567,-6.6976
1262_377.141915,0.083149,7.0915e-16,0.33913,0.73887,0.83567,-6.6977
113_217.104732,-0.090992,1.8111e-16,-0.33532,0.74169,0.83766,-6.699
1147_103.61631,0.096791,-3.5527e-16,0.33486,0.74203,0.83766,-6.6992
1401_570.2559,0.08017,-1.2053e-15,0.32814,0.74701,0.84249,-6.7015
10_305.247604,0.13188,-4.7844e-16,0.3253,0.74912,0.84396,-6.7025
795_110.779387,-0.11385,-6.9389e-16,-0.32366,0.75034,0.84396,-6.703
1151_346.310537,-0.092173,-3.7192e-16,-0.32354,0.75042,0.84396,-6.7031
1254_516.675839,0.098237,-6.4393e-16,0.31908,0.75374,0.8469,-6.7045
166_528.364321,0.10107,1.4433e-16,0.31673,0.75549,0.84807,-6.7053
1240_182.078841,0.075246,-4.7462e-16,0.30979,0.76068,0.85248,-6.7076
1687_665.081991,0.075126,-9.7214e-16,0.30934,0.76101,0.85248,-6.7077
229_547.345327,-0.098211,3.2752e-16,-0.30862,0.76155,0.85248,-6.708
283_181.0288,0.074012,-9.77e-16,0.30515,0.76414,0.85458,-6.7091
1169_335.167738,0.086059,1.8319e-16,0.30169,0.76673,0.85668,-6.7102
1048_280.995528,-0.078996,0,-0.29981,0.76814,0.85746,-6.7108
298_513.23066,-0.081134,-3.9968e-16,-0.29507,0.77169,0.86062,-6.7122
1118_185.042121,-0.081323,-3.8858e-16,-0.29251,0.77362,0.86155,-6.713
130_199.169336,0.072086,1.1866e-15,0.2916,0.7743,0.86155,-6.7133
711_361.133162,-0.082947,-1.7764e-16,-0.29019,0.77535,0.86155,-6.7137
353_476.797281,-0.085778,1.1102e-17,-0.28947,0.77589,0.86155,-6.7139
88_479.240449,-0.06505,5.6205e-16,-0.28791,0.77707,0.86155,-6.7144
43_349.183383,0.081676,-3.6221e-16,0.28728,0.77754,0.86155,-6.7146
106_303.073533,-0.081333,-7.4038e-16,-0.28727,0.77755,0.86155,-6.7146
693_196.961153,-0.080774,7.4107e-16,-0.28395,0.78005,0.86285,-6.7156
1570_598.520042,0.081748,9.1593e-16,0.28352,0.78037,0.86285,-6.7157
696_203.127868,0.068132,7.4454e-16,0.28284,0.78088,0.86285,-6.7159
346_442.970406,0.067872,1.0034e-15,0.28185,0.78163,0.86289,-6.7162
1244_549.971678,0.083627,3.4972e-16,0.28085,0.78239,0.86293,-6.7165
756_237.109825,-0.077566,2.0262e-16,-0.27975,0.78321,0.86298,-6.7168
1462_298.19897,0.067096,-2.4217e-16,0.27887,0.78387,0.86298,-6.7171
1261_180.964214,-0.078712,-3.7748e-16,-0.27777,0.7847,0.8631,-6.7174
1195_216.922772,-0.087359,6.1062e-16,-0.27306,0.78826,0.86559,-6.7187
860_463.217403,0.065182,1.0013e-15,0.27152,0.78942,0.86559,-6.7192
1359_353.193542,0.071873,-4.1078e-16,0.27028,0.79036,0.86559,-6.7195
919_459.292878,0.088787,2.8866e-16,0.27008,0.79051,0.86559,-6.7196
324_574.681929,0.080527,6.8279e-16,0.27,0.79057,0.86559,-6.7196
37_231.206793,-0.073655,3.8441e-16,-0.26557,0.79392,0.86795,-6.7208
1250_344.217016,0.085286,1.7208e-16,0.26524,0.79417,0.86795,-6.7209
1429_410.25632,0.097275,3.7748e-16,0.26167,0.79688,0.87011,-6.7219
1081_423.220121,0.06173,-1.2639e-15,0.25816,0.79953,0.87222,-6.7229
724_225.257764,0.070961,5.7593e-16,0.25639,0.80088,0.87289,-6.7233
1364_288.180654,0.060952,-2.4945e-16,0.25514,0.80183,0.87314,-6.7237
737_201.148603,0.065871,6.3838e-16,0.25274,0.80365,0.87345,-6.7243
145_289.144505,-0.064767,-2.2343e-16,-0.25271,0.80367,0.87345,-6.7243
1094_111.058089,-0.099977,-3.3307e-16,-0.25138,0.80468,0.87345,-6.7247
885_181.083589,0.059748,-1.0186e-15,0.2503,0.8055,0.87345,-6.725
750_354.076119,-0.064091,6.6323e-16,-0.2499,0.80581,0.87345,-6.7251
152_243.135638,0.054113,3.204e-16,0.24901,0.80648,0.87345,-6.7253
1867_544.086508,0.058848,-7.6189e-16,0.24692,0.80807,0.87365,-6.7258
889_261.953634,-0.056732,5.4887e-16,-0.24685,0.80813,0.87365,-6.7259
1145_453.368738,-0.072821,-5.218e-16,-0.2434,0.81075,0.8757,-6.7267
1668_641.465155,0.057518,5.1521e-16,0.24171,0.81204,0.8763,-6.7272
108_235.205735,-0.052477,6.0993e-16,-0.23767,0.81512,0.87879,-6.7282
1520_131.950472,0.056263,-2.616e-16,0.23677,0.81581,0.87879,-6.7284
1058_255.122797,0.064692,5.7732e-16,0.23532,0.81691,0.87919,-6.7288
712_387.055685,-0.074467,-6.0507e-16,-0.23113,0.82011,0.88184,-6.7298
1185_383.204115,0.064407,7.4385e-16,0.2295,0.82135,0.88239,-6.7302
745_203.055096,-0.053446,5.3152e-16,-0.22833,0.82225,0.88256,-6.7304
1324_606.569531,0.067476,5.218e-16,0.22629,0.82381,0.88344,-6.7309
731_625.092247,0.049686,-1.1553e-15,0.22098,0.82787,0.88684,-6.7322
1160_360.179999,0.052082,1.0342e-15,0.22021,0.82846,0.88684,-6.7323
1480_215.948143,0.05925,-7.8826e-16,0.2179,0.83023,0.88795,-6.7329
819_340.096852,0.054538,-2.3107e-16,0.21395,0.83326,0.89039,-6.7338
1481_898.935853,0.049845,-2.6541e-16,0.21128,0.8353,0.89154,-6.7344
1130_319.172842,0.049677,-5.225e-16,0.21061,0.83582,0.89154,-6.7345
993_311.028663,0.057456,-7.4385e-16,0.20051,0.84358,0.89902,-6.7367
240_357.147171,0.061432,4.7184e-16,0.19517,0.84768,0.90259,-6.7378
325_450.243614,0.045083,1.0596e-15,0.19211,0.85005,0.9043,-6.7384
1601_132.958302,0.043165,8.0144e-16,0.18433,0.85605,0.90933,-6.7399
1149_271.115314,-0.054217,1.6653e-16,-0.18402,0.85628,0.90933,-6.74
1521_149.961046,0.041987,-7.9832e-16,0.17953,0.85975,0.9122,-6.7408
1024_371.290525,0.040689,1.3368e-15,0.17423,0.86385,0.91574,-6.7418
1217_333.115716,0.039427,1.0724e-15,0.16905,0.86785,0.91917,-6.7428
1777_500.780149,-0.045999,5.7732e-16,-0.1666,0.86975,0.91993,-6.7432
1424_226.951584,0.046383,-7.6605e-16,0.16614,0.8701,0.91993,-6.7433
930_451.362987,-0.047041,7.494e-16,-0.16459,0.8713,0.92039,-6.7435
690_207.966561,0.047714,1.7486e-16,0.16199,0.87332,0.92171,-6.744
271_366.230118,0.053236,2.8311e-16,0.15496,0.87877,0.92556,-6.7451
760_183.062852,-0.035438,-2.7617e-16,-0.15448,0.87914,0.92556,-6.7452
1458_225.018652,0.035649,5.3638e-16,0.15349,0.87991,0.92556,-6.7454
812_213.184998,0.038326,-9.2704e-16,0.15331,0.88005,0.92556,-6.7454
1209_487.360555,0.048215,-7.9381e-16,0.15196,0.8811,0.92585,-6.7456
796_363.162647,-0.039561,8.4238e-16,-0.14991,0.88269,0.9267,-6.7459
903_451.215031,0.046752,-6.4115e-16,0.14794,0.88421,0.9275,-6.7463
1247_225.182581,-0.039501,-5.7732e-16,-0.14173,0.88904,0.93174,-6.7472
1792_752.193633,0.03223,-1.0849e-15,0.13928,0.89095,0.93285,-6.7476
758_242.211548,-0.033834,-2.4147e-16,-0.13808,0.89188,0.93285,-6.7477
318_454.784215,-0.042214,1.7764e-16,-0.13697,0.89274,0.93285,-6.7479
955_415.266689,-0.044075,6.0507e-16,-0.13569,0.89374,0.93285,-6.7481
1775_852.168192,-0.037363,3.9968e-16,-0.13538,0.89398,0.93285,-6.7481
109_569.314302,-0.036748,-6.4185e-18,-0.13279,0.896,0.93414,-6.7485
143_359.136126,-0.03587,-5.676e-16,-0.12602,0.90127,0.93882,-6.7494
90_186.112544,-0.028101,7.6328e-18,-0.11913,0.90664,0.94293,-6.7503
1220_556.248406,0.034692,3.6637e-16,0.11804,0.90749,0.94293,-6.7504
682_218.943104,-0.036518,-6.356e-16,-0.11793,0.90757,0.94293,-6.7504
743_103.730477,-0.027559,-1.2785e-15,-0.11593,0.90914,0.94374,-6.7507
657_265.023181,-0.036584,6.245e-18,-0.11192,0.91227,0.94566,-6.7512
313_544.966816,-0.033126,-8.6597e-16,-0.11153,0.91257,0.94566,-6.7512
917_227.938408,0.025912,-5.0723e-16,0.10838,0.91502,0.94739,-6.7516
1068_332.797974,-0.028521,6.2172e-16,-0.10709,0.91604,0.94743,-6.7517
1077_539.267385,-0.030627,5.5511e-16,-0.10632,0.91664,0.94743,-6.7518
1291_556.405497,0.029445,7.383e-16,0.10311,0.91914,0.9492,-6.7521
1435_458.717311,0.022306,2.949e-18,0.097413,0.92359,0.95298,-6.7527
632_232.092094,0.021315,5.5841e-16,0.093185,0.9269,0.95557,-6.7532
1517_369.188474,-0.025577,-1.9429e-16,-0.090868,0.92871,0.95614,-6.7534
34_489.339828,-0.029143,1.4988e-16,-0.090175,0.92925,0.95614,-6.7535
25_227.164264,-0.021384,5.1435e-16,-0.089418,0.92985,0.95614,-6.7535
39_445.313641,0.028416,-6.0923e-16,0.08796,0.93099,0.95649,-6.7537
36_533.366016,-0.027542,3.0531e-16,-0.086719,0.93196,0.95667,-6.7538
12_319.263252,-0.023922,3.5492e-16,-0.081168,0.9363,0.95884,-6.7543
1597_625.635865,0.023683,-3.5527e-16,0.080981,0.93645,0.95884,-6.7543
1117_263.164273,0.022257,-7.8271e-16,0.08096,0.93647,0.95884,-6.7543
303_486.317399,0.017663,-4.6838e-18,0.077512,0.93917,0.96039,-6.7546
791_265.04726,0.018153,-2.5492e-16,0.076984,0.93958,0.96039,-6.7546
44_577.392194,-0.022044,6.2311e-16,-0.06869,0.94608,0.96574,-6.7552
282_319.224468,0.018752,-7.8271e-16,0.068249,0.94642,0.96574,-6.7553
105_216.159504,0.016463,-9.3571e-16,0.066112,0.9481,0.96663,-6.7554
995_272.968382,-0.020527,2.8172e-16,-0.06083,0.95224,0.97002,-6.7558
642_284.331277,0.016894,8.3787e-16,0.055711,0.95625,0.97329,-6.7561
1001_495.241182,-0.016758,3.2752e-16,-0.053819,0.95774,0.97384,-6.7562
1714_349.198637,-0.014148,-6.1062e-16,-0.05264,0.95866,0.97384,-6.7563
1393_498.783014,0.014502,-5.6066e-16,0.051917,0.95923,0.97384,-6.7563
1467_440.824377,0.013224,-5.7732e-16,0.0476,0.96262,0.97645,-6.7565
104_425.214653,-0.013887,3.1294e-16,-0.043402,0.96591,0.97818,-6.7567
266_362.19121,0.012568,-1.8874e-16,0.04335,0.96595,0.97818,-6.7567
841_295.15169,0.009189,0,0.041431,0.96746,0.97888,-6.7568
707_171.101638,0.0093471,-8.0491e-16,0.034362,0.97301,0.98367,-6.7571
934_443.118307,-0.0091977,-5.7732e-16,-0.032677,0.97433,0.98417,-6.7572
1267_432.771143,0.0097974,-1.1102e-17,0.031612,0.97517,0.98419,-6.7572
612_301.177129,0.0071995,-4.8017e-16,0.029083,0.97715,0.98537,-6.7573
914_182.081246,0.0073909,3.0453e-16,0.022704,0.98216,0.98959,-6.7574
115_327.008202,0.0046128,2.6177e-16,0.019647,0.98456,0.99117,-6.7575
2157_101.343087,-0.0046556,1.0492e-15,-0.01763,0.98615,0.99117,-6.7575
1258_531.386729,0.0053236,6.5781e-16,0.017542,0.98622,0.99117,-6.7576
1299_163.118257,0.0038695,0,0.01304,0.98976,0.9937,-6.7576
78_262.906996,-0.0041878,-5.7454e-16,-0.012235,0.99039,0.9937,-6.7576
54_401.287441,0.0030931,-1.6653e-17,0.0098924,0.99223,0.99471,-6.7577
1410_548.610882,0.0012698,5.3291e-16,0.0044113,0.99653,0.99787,-6.7577
99_665.44449,0.0011521,4.8295e-16,0.0037731,0.99704,0.99787,-6.7577
67_237.148615,0.00053202,-9.5896e-16,0.0021618,0.9983,0.9983,-6.7577
