"",logFC,AveExpr,t,P.Value,adj.P.Val,B
4747_790.376797,0.3706,3.5527e-16,1.2763,0.21876,0.4089,-5.856
2371_684.385153,0.37397,-8.5487e-16,1.2743,0.21946,0.40956,-5.8584
873_277.053046,0.36904,7.1054e-16,1.2728,0.21998,0.40991,-5.8603
750_354.076119,0.34737,3.4694e-19,1.2683,0.22153,0.41179,-5.8657
204_299.258172,0.37747,-4.996e-16,1.2679,0.22168,0.41179,-5.8662
4433_814.265981,0.36666,0,1.2664,0.22221,0.41213,-5.868
1099_430.389173,-0.43392,-4.0523e-16,-1.2643,0.22296,0.41287,-5.8706
4476_790.27925,0.36512,8.854e-16,1.2633,0.22329,0.41287,-5.8717
844_297.08254,0.31609,-2.3384e-16,1.2622,0.22367,0.41293,-5.873
604_355.149284,-0.32059,2.1511e-16,-1.2581,0.22513,0.41499,-5.878
2835_593.387314,0.36458,5.5511e-18,1.2538,0.22666,0.41716,-5.8831
1102_189.979877,-0.37065,-1.3878e-17,-1.2488,0.22844,0.41925,-5.8891
863_216.018025,-0.43972,5.1625e-16,-1.2483,0.22862,0.41925,-5.8897
28_299.161863,0.31454,1.165e-15,1.2476,0.22884,0.41925,-5.8905
4774_565.136529,0.35827,-8.854e-16,1.2455,0.2296,0.42001,-5.893
2948_619.394973,0.36155,-3.5527e-16,1.2438,0.23022,0.4205,-5.895
17_613.297968,0.37382,6.4393e-16,1.2397,0.23171,0.42257,-5.8999
3137_747.407105,0.35852,-7.1609e-16,1.2387,0.23206,0.42257,-5.9011
1731_187.057771,0.35328,5.2736e-16,1.2322,0.23442,0.42622,-5.9088
344_694.562866,0.35285,-3.6915e-16,1.2292,0.2355,0.42752,-5.9122
5254_515.936517,0.35124,1.7208e-16,1.2283,0.23585,0.42752,-5.9134
1310_781.112734,0.34827,-7.272e-16,1.2214,0.23838,0.43145,-5.9214
643_111.25995,0.38739,4.4409e-16,1.2191,0.23921,0.43163,-5.9241
1262_377.141915,0.34702,1.8874e-16,1.2181,0.23959,0.43163,-5.9252
1867_544.086508,0.34695,-3.6637e-16,1.218,0.23963,0.43163,-5.9254
2139_651.59406,0.35385,-3.4694e-16,1.2172,0.23991,0.43163,-5.9263
2484_631.738437,0.35292,-8.7708e-16,1.2111,0.24219,0.43498,-5.9334
2696_612.453597,0.35016,5.4123e-16,1.2103,0.2425,0.43498,-5.9344
706_279.04766,0.34063,1.8041e-16,1.2015,0.24581,0.44026,-5.9445
5275_528.667352,0.33816,-1.8319e-16,1.1952,0.2482,0.44387,-5.9518
300_575.283785,-0.40508,5.4436e-16,-1.1933,0.24893,0.44405,-5.954
2851_646.099176,0.34543,-3.4417e-16,1.193,0.24904,0.44405,-5.9543
628_185.431959,0.3713,-1.6306e-16,1.1917,0.24953,0.44426,-5.9558
1283_115.656709,0.33615,-7.3552e-16,1.1841,0.25245,0.44732,-5.9645
400_548.996375,0.33562,7.4107e-16,1.1838,0.25258,0.44732,-5.9648
3749_537.512113,0.33419,-5.6066e-16,1.1827,0.253,0.44732,-5.9661
4151_815.57746,0.33545,3.5527e-16,1.1825,0.25306,0.44732,-5.9663
1042_625.097675,-0.35591,1.6653e-16,-1.1813,0.25352,0.44732,-5.9676
150_216.102954,0.33299,7.3552e-16,1.18,0.25401,0.44732,-5.9691
1722_679.022719,-0.33027,1.8596e-16,-1.1794,0.25426,0.44732,-5.9698
1846_893.190151,0.33673,-7.4107e-16,1.1788,0.25449,0.44732,-5.9705
2975_595.596713,0.34066,9.0206e-16,1.1785,0.2546,0.44732,-5.9708
5467_524.349502,0.33115,1.8319e-16,1.177,0.25518,0.44733,-5.9725
758_242.211548,0.30505,2.3245e-16,1.1757,0.2557,0.44733,-5.974
20_556.274846,0.35973,3.2405e-16,1.1756,0.25573,0.44733,-5.9741
817_393.224834,-0.31089,-9.0206e-18,-1.1735,0.25655,0.44803,-5.9764
5351_875.773257,0.33049,1.6653e-17,1.1727,0.25687,0.44803,-5.9774
3583_727.380409,0.33112,-9.2981e-16,1.1701,0.25789,0.44887,-5.9803
1532_289.089498,0.32932,-1.8874e-16,1.169,0.25832,0.44887,-5.9816
1515_188.091816,0.32845,-2.7756e-18,1.1686,0.25848,0.44887,-5.982
559_558.639948,0.33122,-1.1102e-17,1.1676,0.25886,0.44888,-5.9831
1567_547.271228,0.32755,-7.4385e-16,1.1665,0.25931,0.449,-5.9844
76_313.310205,-0.33261,-9.1802e-16,-1.1655,0.25967,0.449,-5.9854
678_304.300496,-0.31436,-3.4694e-18,-1.1635,0.26047,0.44964,-5.9877
1640_654.832203,0.32648,-7.5218e-16,1.1627,0.26079,0.44964,-5.9886
1_556.276575,0.35623,6.4254e-16,1.1602,0.2618,0.4506,-5.9915
1265_380.82128,-0.35885,-5.0515e-16,-1.1574,0.26289,0.4506,-5.9945
1325_297.615684,0.357,1.471e-16,1.1536,0.2644,0.4506,-5.9988
3004_646.063188,0.32851,7.2164e-16,1.1508,0.26552,0.4506,-6.0019
1858_560.091673,0.32408,1.8041e-16,1.1501,0.26583,0.4506,-6.0027
1483_761.623625,0.32594,3.636e-16,1.1484,0.26648,0.4506,-6.0045
3439_590.214821,0.32997,-3.6637e-16,1.1475,0.26685,0.4506,-6.0056
1561_117.114439,0.33435,-1.7764e-16,1.1474,0.2669,0.4506,-6.0057
2356_387.310629,0.32073,7.5218e-16,1.1467,0.26717,0.4506,-6.0064
1356_107.723827,-0.31812,5.9119e-16,-1.1454,0.2677,0.4506,-6.0079
1096_414.300337,-0.33479,-1.1102e-17,-1.1444,0.26809,0.4506,-6.009
839_379.191441,0.32311,2.0817e-16,1.1442,0.26817,0.4506,-6.0092
41_558.280841,0.35045,3.2266e-16,1.1441,0.2682,0.4506,-6.0093
874_334.222512,-0.30125,-2.1233e-16,-1.1438,0.26835,0.4506,-6.0097
1217_333.115716,0.31922,7.605e-16,1.1438,0.26835,0.4506,-6.0097
459_606.775057,-0.3325,-1.7208e-16,-1.1435,0.26845,0.4506,-6.01
3409_691.165161,0.32288,2.0262e-16,1.1426,0.26884,0.4506,-6.011
162_205.062468,-0.28164,-7.442e-16,-1.1423,0.26896,0.4506,-6.0114
732_170.117621,0.31621,-2.0817e-16,1.1411,0.26945,0.4506,-6.0127
86_307.085389,-0.32686,-7.2928e-16,-1.1407,0.26961,0.4506,-6.0131
1189_511.272572,0.31899,7.7438e-16,1.1397,0.27001,0.4506,-6.0142
1377_269.136042,0.32395,0,1.1396,0.27003,0.4506,-6.0143
602_304.299975,-0.31858,5.7628e-16,-1.1389,0.27031,0.4506,-6.015
11_209.15369,-0.38281,5.6413e-16,-1.1382,0.27062,0.4506,-6.0159
4295_876.379417,0.31886,5.6066e-16,1.1379,0.27074,0.4506,-6.0162
124_329.005254,0.28291,-3.6429e-18,1.1349,0.27193,0.45197,-6.0194
751_319.136434,0.33601,0,1.1336,0.27247,0.45224,-6.0209
3544_801.769345,0.32627,-9.0761e-16,1.1321,0.27308,0.45263,-6.0225
1865_541.462326,0.31749,8.3267e-18,1.1255,0.27582,0.45652,-6.0298
1353_195.966556,0.31804,-2.0262e-16,1.1246,0.27619,0.45652,-6.0308
3678_566.609631,0.31528,5.8287e-16,1.1211,0.27763,0.45826,-6.0346
4008_764.893407,0.31792,-5.7176e-16,1.118,0.2789,0.4591,-6.0379
4193_833.815273,0.31403,7.6328e-16,1.118,0.27891,0.4591,-6.0379
26_210.110147,0.34982,-6.4115e-16,1.1153,0.28002,0.46031,-6.0408
1521_149.961046,0.31635,5.4956e-16,1.1138,0.28067,0.46072,-6.0425
1245_581.365982,-0.332,-8.5487e-16,-1.1129,0.28104,0.46072,-6.0435
793_215.127871,0.30701,3.9413e-16,1.1117,0.28152,0.46082,-6.0447
800_208.37296,0.29058,-8.7048e-16,1.1109,0.28187,0.46082,-6.0456
4973_860.127238,0.30879,5.8009e-16,1.1094,0.28248,0.4612,-6.0472
1520_131.950472,0.30875,-5.6344e-16,1.1077,0.28321,0.46175,-6.049
1240_182.078841,0.30446,-3.9968e-16,1.0975,0.28751,0.46813,-6.0599
766_272.258506,-0.32227,-8.8055e-16,-1.0952,0.28851,0.46905,-6.0624
4364_725.416778,0.30785,1.6931e-16,1.0943,0.28886,0.46905,-6.0633
4548_892.33825,0.30346,-7.7161e-16,1.0913,0.29017,0.47055,-6.0666
938_363.3106,-0.32662,-3.3307e-16,-1.0895,0.29094,0.47116,-6.0685
1981_541.753928,0.2981,1.8874e-16,1.0858,0.29253,0.47296,-6.0724
1364_288.180654,0.30067,5.8564e-16,1.085,0.29284,0.47296,-6.0732
717_211.096572,0.27332,9.4647e-16,1.0838,0.29336,0.47316,-6.0745
2981_597.52015,0.29429,8.0769e-16,1.0744,0.29747,0.47914,-6.0844
3012_613.906138,0.29328,-5.5511e-18,1.0732,0.29796,0.47929,-6.0856
829_255.26834,0.26717,2.3731e-16,1.0693,0.29967,0.48139,-6.0897
58_305.157172,0.33584,4.7115e-16,1.067,0.30068,0.48186,-6.0921
133_391.284364,0.26602,2.4078e-16,1.0668,0.30076,0.48186,-6.0923
624_163.976705,0.32979,-1.6584e-16,1.0575,0.30489,0.48782,-6.102
677_304.299464,-0.2906,-2.0123e-16,-1.0552,0.30588,0.48875,-6.1043
627_296.222118,0.3175,-6.6553e-16,1.0521,0.30728,0.48891,-6.1075
5373_491.343862,0.28667,6.023e-16,1.0518,0.30741,0.48891,-6.1078
31_557.273604,0.33158,-8.3267e-18,1.0504,0.30806,0.48891,-6.1093
824_185.114894,0.26042,7.5218e-16,1.0498,0.30829,0.48891,-6.1099
1368_312.362573,-0.32215,3.3862e-16,-1.0487,0.30878,0.48891,-6.111
832_305.097748,0.3127,-5.1348e-16,1.0484,0.30894,0.48891,-6.1113
941_323.128839,0.28734,8.0769e-16,1.0473,0.30941,0.48891,-6.1124
4663_867.972988,0.28731,1.1102e-17,1.0469,0.3096,0.48891,-6.1129
3427_590.101141,0.28435,-4.1356e-16,1.0463,0.30989,0.48891,-6.1135
4338_488.793346,0.29836,-3.636e-16,1.0432,0.31128,0.48891,-6.1167
3478_632.307436,0.28286,2.1649e-16,1.043,0.31137,0.48891,-6.1169
452_550.733176,0.28423,-5.9952e-16,1.0411,0.31219,0.48891,-6.1187
756_237.109825,-0.26135,-1.2145e-15,-1.0411,0.31221,0.48891,-6.1188
141_237.11223,0.26633,6.9736e-16,1.0397,0.31284,0.48891,-6.1202
4623_879.337168,0.28669,-4.0801e-16,1.0395,0.31294,0.48891,-6.1204
111_271.190485,-0.33285,-1.5682e-16,-1.039,0.31316,0.48891,-6.1209
4956_917.997561,0.28798,7.9659e-16,1.0379,0.31365,0.48891,-6.122
5015_765.610848,0.28601,6.023e-16,1.0375,0.31384,0.48891,-6.1225
1601_132.958302,0.28453,1.9151e-16,1.0369,0.31411,0.48891,-6.1231
272_378.824245,-0.34645,2.8866e-16,-1.0369,0.31412,0.48891,-6.1231
5019_960.988703,0.28568,5.9119e-16,1.0357,0.31464,0.48908,-6.1243
5106_950.611328,0.2821,-4.1078e-16,1.0318,0.31644,0.49124,-6.1283
791_265.04726,0.26211,-6.9528e-16,1.0301,0.31722,0.49142,-6.13
1059_164.977165,0.29628,-3.6637e-16,1.0297,0.31738,0.49142,-6.1303
4613_882.587511,0.28364,9.881e-16,1.023,0.32046,0.49555,-6.1371
161_281.174836,0.26108,2.315e-16,1.0211,0.32132,0.49625,-6.139
4813_853.72673,0.27953,-2.0539e-16,1.0163,0.32353,0.49858,-6.1438
1468_382.58531,0.28985,1.8596e-16,1.016,0.32366,0.49858,-6.144
820_253.104742,-0.25911,2.3662e-16,-1.0102,0.32637,0.50204,-6.1499
615_301.176776,-0.28963,-3.6915e-16,-1.0094,0.32675,0.50204,-6.1507
718_395.137796,-0.2905,-3.6984e-16,-1.0027,0.32989,0.50585,-6.1573
268_438.779889,-0.34559,6.8834e-16,-1.0023,0.33007,0.50585,-6.1577
1255_305.306261,-0.28526,7.494e-16,-0.99623,0.33292,0.50956,-6.1636
684_241.141125,0.26172,-8.5973e-16,0.98824,0.3367,0.5147,-6.1714
1044_421.223064,-0.28906,-1.9706e-16,-0.98661,0.33748,0.51523,-6.173
253_436.782828,-0.33697,2.7756e-16,-0.98484,0.33832,0.51587,-6.1747
5326_512.065665,0.26758,-1.0381e-15,0.98333,0.33905,0.51631,-6.1762
5218_527.501653,0.27071,-1.9429e-16,0.98018,0.34055,0.51795,-6.1792
660_240.159514,0.28921,3.5388e-16,0.97906,0.34109,0.51811,-6.1803
22_626.097848,0.26657,1.3878e-18,0.97514,0.34297,0.52031,-6.1841
5170_939.687825,0.27139,-3.8858e-16,0.97417,0.34344,0.52037,-6.185
972_241.110343,0.25885,-2.1927e-16,0.96975,0.34558,0.52294,-6.1893
106_303.073533,-0.27592,5.6136e-16,-0.96496,0.34791,0.52484,-6.1938
4330_804.872808,0.25669,-6.5226e-16,0.96493,0.34792,0.52484,-6.1939
237_454.282541,-0.31923,-4.3854e-16,-0.96376,0.34849,0.52484,-6.195
5264_524.796733,0.26625,4.0801e-16,0.96358,0.34858,0.52484,-6.1952
1340_492.649353,-0.30585,-4.6629e-16,-0.95507,0.35274,0.53044,-6.2032
898_562.276614,0.31132,1.1102e-17,0.95307,0.35373,0.53083,-6.2051
1146_527.158353,-0.30101,-5.5511e-18,-0.95275,0.35388,0.53083,-6.2054
843_283.115305,-0.27759,5.3291e-16,-0.94841,0.35603,0.53337,-6.2095
136_698.217228,-0.34935,1.0408e-16,-0.94708,0.35669,0.5337,-6.2107
112_206.138773,-0.2976,-3.2942e-16,-0.94359,0.35842,0.53562,-6.214
5439_949.378627,0.25507,-4.1078e-16,0.94247,0.35897,0.53578,-6.215
745_203.055096,0.24213,4.5935e-16,0.9387,0.36085,0.53791,-6.2185
612_301.177129,0.25083,8.4209e-16,0.93163,0.36439,0.54252,-6.2251
1306_332.33193,0.29079,-1.8319e-16,0.93049,0.36497,0.5427,-6.2261
29_209.078513,-0.26595,5.5372e-16,-0.92883,0.3658,0.54327,-6.2277
262_516.723321,-0.3097,7.383e-16,-0.92728,0.36658,0.54375,-6.2291
1976_214.180242,-0.2693,-3.6082e-16,-0.92536,0.36755,0.54452,-6.2309
1016_443.205061,0.27093,-5.2562e-16,0.92406,0.36821,0.54482,-6.232
1153_399.265354,-0.30269,1.4433e-16,-0.92245,0.36902,0.54535,-6.2335
657_265.023181,-0.31088,-5.6483e-16,-0.92047,0.37003,0.54617,-6.2353
218_323.086095,-0.28161,0,-0.91128,0.37471,0.5524,-6.2437
834_199.09416,0.2455,4.2327e-16,0.91031,0.37521,0.55246,-6.2446
21_235.169348,-0.28643,3.1589e-16,-0.90104,0.37998,0.55879,-6.2529
33_469.072798,0.22692,-4.8646e-16,0.89705,0.38205,0.56115,-6.2565
1209_487.360555,-0.26821,-4.996e-16,-0.89563,0.38279,0.56154,-6.2577
35_331.188077,0.22949,2.3592e-16,0.89391,0.38368,0.56217,-6.2593
931_269.17243,0.22045,-2.5986e-16,0.89272,0.3843,0.56239,-6.2603
195_339.227936,-0.29355,4.5519e-16,-0.89041,0.3855,0.56337,-6.2624
1101_333.170714,-0.27513,6.5503e-16,-0.88958,0.38594,0.56337,-6.2631
617_219.026637,0.28739,4.5242e-16,0.88874,0.38638,0.56337,-6.2638
1269_512.37937,-0.27021,1.6376e-16,-0.8842,0.38875,0.56584,-6.2678
66_255.159184,0.23179,-2.276e-16,0.8837,0.38902,0.56584,-6.2683
101_309.203726,0.22524,7.8063e-18,0.87694,0.39258,0.57033,-6.2742
770_299.110221,-0.23175,6.5156e-16,-0.87124,0.39559,0.5738,-6.2792
56_228.195899,-0.25643,-7.2373e-16,-0.87013,0.39618,0.5738,-6.2801
1328_268.115644,-0.26631,-5.0515e-16,-0.86972,0.3964,0.5738,-6.2805
1043_341.243583,-0.26706,-6.5503e-16,-0.86709,0.3978,0.57514,-6.2828
1901_833.780762,0.22577,-4.4686e-16,0.86446,0.3992,0.57647,-6.285
1074_185.764326,0.25959,0,0.85945,0.40189,0.57862,-6.2894
1115_313.18329,-0.26063,-4.996e-16,-0.85902,0.40212,0.57862,-6.2897
921_385.292527,-0.2257,1.8215e-18,-0.85898,0.40214,0.57862,-6.2898
1036_399.308173,-0.21297,-2.4911e-16,-0.8506,0.40665,0.58441,-6.2969
208_423.177863,-0.21025,-1.0247e-15,-0.84931,0.40735,0.58471,-6.298
914_182.081246,0.28132,6.0247e-16,0.84622,0.40902,0.58596,-6.3006
14_257.247603,0.22419,-2.2326e-16,0.84507,0.40965,0.58596,-6.3016
688_284.88894,-0.25317,-1.6376e-16,-0.845,0.40968,0.58596,-6.3016
233_374.782623,-0.29582,3.9413e-16,-0.84235,0.41113,0.58732,-6.3039
291_243.182988,0.27462,-1.3878e-17,0.82711,0.41947,0.59854,-6.3166
1632_631.974807,-0.25557,5.0515e-16,-0.82125,0.42271,0.60244,-6.3214
619_239.105676,-0.23655,1.9984e-16,-0.81908,0.42392,0.60345,-6.3232
854_277.2163,-0.22031,4.2067e-16,-0.81356,0.42699,0.6071,-6.3277
676_196.002943,0.25588,0,0.81044,0.42873,0.60879,-6.3303
804_261.037087,0.24423,5.107e-16,0.80961,0.4292,0.60879,-6.3309
1110_185.766668,0.24309,-3.3307e-16,0.80445,0.43209,0.61217,-6.3351
1221_103.586427,-0.24638,-6.6891e-16,-0.80334,0.43272,0.61233,-6.336
1109_207.138044,-0.24323,-3.3584e-16,-0.80167,0.43366,0.61294,-6.3374
255_496.738463,-0.25683,-3.2196e-16,-0.80061,0.43425,0.61306,-6.3382
9_291.231956,-0.25522,7.8169e-16,-0.79901,0.43516,0.61362,-6.3395
861_429.318723,-0.2115,1.1012e-15,-0.79769,0.4359,0.61395,-6.3406
1051_460.987414,0.25952,-1.6376e-16,0.79656,0.43654,0.61413,-6.3415
746_320.294885,0.22189,7.9381e-16,0.7932,0.43844,0.61583,-6.3441
121_313.23503,-0.20862,-6.9389e-19,-0.79261,0.43878,0.61583,-6.3446
1007_531.257466,0.22956,2.7756e-18,0.79161,0.43934,0.6159,-6.3454
942_627.313466,0.27033,4.3854e-16,0.78753,0.44167,0.61804,-6.3486
1103_265.104744,-0.23987,-1.8596e-16,-0.7868,0.44208,0.61804,-6.3492
857_101.435248,-0.20375,-6.9666e-16,-0.78579,0.44266,0.61804,-6.35
1580_629.284852,-0.24259,-1.7208e-16,-0.78442,0.44344,0.61804,-6.3511
1104_556.281427,0.24189,8.1601e-16,0.78441,0.44345,0.61804,-6.3511
5392_522.765009,0.19949,2.4147e-16,0.77852,0.44682,0.62202,-6.3557
924_323.057736,0.19666,2.4078e-16,0.77757,0.44736,0.62205,-6.3565
1192_370.741051,-0.26285,1.4433e-16,-0.77522,0.44871,0.62314,-6.3583
190_377.005272,0.24904,2.9837e-16,0.77441,0.44918,0.62314,-6.3589
1186_305.097754,0.2473,-3.0392e-16,0.77066,0.45134,0.62542,-6.3619
802_263.008376,0.23872,-1.7208e-16,0.76418,0.45509,0.62988,-6.3669
238_340.803015,-0.2694,1.2768e-16,-0.75911,0.45804,0.63323,-6.3707
1140_464.250412,0.23212,-5.5511e-18,0.7579,0.45875,0.63349,-6.3717
123_251.164268,0.20049,8.7222e-16,0.75542,0.4602,0.63472,-6.3736
932_319.284391,-0.22952,-1.8319e-16,-0.75456,0.4607,0.63472,-6.3742
669_191.971638,-0.26105,-5.6621e-16,-0.75175,0.46234,0.63625,-6.3763
206_338.805967,-0.26783,1.3878e-16,-0.74968,0.46356,0.63656,-6.3779
974_101.435247,-0.2469,-4.4409e-16,-0.74955,0.46363,0.63656,-6.378
1320_389.193504,-0.22669,-6.7724e-16,-0.74099,0.46867,0.64275,-6.3844
1416_455.352069,0.23225,-1.6931e-16,0.73731,0.47085,0.645,-6.3872
837_243.047612,0.19132,-6.8279e-16,0.72849,0.4761,0.65144,-6.3937
1167_114.43432,-0.24228,-2.9976e-16,-0.72417,0.47867,0.65357,-6.3969
1160_360.179999,0.22635,-3.3029e-16,0.72376,0.47892,0.65357,-6.3972
1526_318.773572,-0.22151,1.7764e-16,-0.72315,0.47928,0.65357,-6.3976
991_169.04719,0.1785,7.7551e-16,0.72167,0.48017,0.65403,-6.3987
883_607.209635,-0.2234,-4.8295e-16,-0.72048,0.48089,0.65425,-6.3996
1049_521.287372,-0.21276,-5.1625e-16,-0.71959,0.48142,0.65425,-6.4002
753_378.112497,0.20441,-7.605e-16,0.71507,0.48414,0.65669,-6.4035
797_274.839343,-0.23485,2.8866e-16,-0.71402,0.48477,0.65669,-6.4042
915_345.274861,0.20674,5.5372e-16,0.71388,0.48486,0.65669,-6.4043
292_456.945803,0.22116,1.5543e-16,0.71167,0.48619,0.65776,-6.4059
282_319.224468,0.22597,-4.7184e-16,0.70699,0.48902,0.66018,-6.4093
610_289.27382,0.18108,7.6328e-18,0.70689,0.48908,0.66018,-6.4094
1599_268.104124,-0.20826,-3.6637e-16,-0.70598,0.48963,0.66018,-6.41
763_399.162627,0.17823,-4.9301e-16,0.70124,0.49251,0.66331,-6.4134
269_518.945916,0.21516,8.3128e-16,0.6974,0.49485,0.66569,-6.4161
611_299.043931,0.21479,-6.6613e-16,0.69653,0.49538,0.66569,-6.4167
1150_206.89398,-0.24143,-3.9968e-16,-0.69259,0.49779,0.66766,-6.4195
1046_430.696692,-0.2486,5.3291e-16,-0.6923,0.49797,0.66766,-6.4197
1112_311.188767,-0.23518,1.4433e-16,-0.68874,0.50015,0.66985,-6.4222
15_203.052691,0.20941,3.5111e-16,0.68506,0.50241,0.67213,-6.4247
216_382.865821,-0.17117,-5.0168e-16,-0.68324,0.50354,0.67261,-6.426
765_410.102312,0.19723,-3.865e-16,0.68265,0.5039,0.67261,-6.4264
971_202.107472,0.16763,1.3266e-15,0.68122,0.50478,0.67304,-6.4274
250_379.002321,0.20732,8.6042e-16,0.67838,0.50654,0.67463,-6.4294
835_358.198976,0.18848,6.0587e-16,0.67576,0.50815,0.67601,-6.4312
309_635.397539,0.20555,-3.4139e-16,0.674,0.50925,0.67601,-6.4324
290_657.366489,0.20554,-3.4556e-16,0.67398,0.50926,0.67601,-6.4324
1735_546.332894,0.2046,5.1625e-16,0.67026,0.51157,0.67828,-6.4349
603_223.132959,0.16944,4.996e-16,0.66941,0.5121,0.67828,-6.4355
1393_498.783014,-0.18559,-3.8858e-16,-0.66162,0.51696,0.68396,-6.4408
956_283.102842,-0.2056,-4.996e-16,-0.65961,0.51822,0.68442,-6.4421
1195_216.922772,-0.22045,-7.1609e-16,-0.6585,0.51891,0.68442,-6.4428
1006_103.621283,-0.17485,1.1059e-15,-0.65783,0.51933,0.68442,-6.4433
690_207.966561,0.20146,6.7585e-16,0.65742,0.51959,0.68442,-6.4436
285_458.942874,0.19769,-5.3568e-16,0.65435,0.52152,0.68621,-6.4456
247_454.723172,-0.22964,-6.8279e-16,-0.6511,0.52357,0.68801,-6.4478
699_360.214614,-0.18321,-2.0817e-16,-0.65036,0.52404,0.68801,-6.4483
663_253.289075,-0.17767,-8.2018e-16,-0.64499,0.52743,0.69171,-6.4518
1755_571.079278,-0.19641,-6.7724e-16,-0.64363,0.52828,0.69181,-6.4527
1137_200.087634,0.21531,-4.3854e-16,0.64305,0.52866,0.69181,-6.4531
113_217.104732,0.16064,-7.6154e-16,0.64194,0.52936,0.69193,-6.4538
1720_889.024723,-0.20045,-3.2752e-16,-0.64107,0.52991,0.69193,-6.4543
180_337.10474,0.20587,-4.6629e-16,0.6358,0.53326,0.69556,-6.4578
886_111.095277,0.16403,-4.5103e-18,0.63336,0.53481,0.69682,-6.4593
605_311.18486,-0.16393,9.3189e-16,-0.63237,0.53544,0.69689,-6.46
214_253.107146,0.16489,-2.3939e-16,0.62931,0.53739,0.69867,-6.4619
1213_490.652292,-0.21822,5.6066e-16,-0.6273,0.53869,0.69959,-6.4632
650_177.955981,0.18391,-1.7833e-16,0.62137,0.54249,0.70377,-6.467
1182_488.655272,-0.21286,-4.3299e-16,-0.6177,0.54484,0.7054,-6.4693
865_291.951313,-0.15997,4.8173e-16,-0.61758,0.54492,0.7054,-6.4694
68_317.172426,-0.15379,-6.9389e-18,-0.61569,0.54614,0.70622,-6.4706
917_227.938408,0.17133,-7.9711e-16,0.61244,0.54824,0.70777,-6.4726
1205_317.151992,-0.18453,8.7708e-16,-0.61201,0.54852,0.70777,-6.4729
890_654.253316,-0.20223,-4.7184e-16,-0.60827,0.55094,0.70985,-6.4752
1090_271.040126,0.17975,7.2442e-16,0.60768,0.55132,0.70985,-6.4756
1215_336.191886,0.18259,0,0.60605,0.55238,0.70999,-6.4766
1358_208.891023,-0.19727,-1.4988e-16,-0.60569,0.55261,0.70999,-6.4768
1407_520.943071,0.17715,5.3846e-16,0.60069,0.55586,0.71341,-6.4799
994_312.78243,-0.21808,3.8372e-16,-0.59822,0.55747,0.7142,-6.4814
1039_376.928554,0.17595,-3.6915e-16,0.59747,0.55796,0.7142,-6.4818
1831_181.119973,0.17578,-1.8874e-16,0.597,0.55827,0.7142,-6.4821
796_363.162647,0.17898,8.6355e-16,0.58512,0.56605,0.72338,-6.4893
94_211.094166,0.14663,5.1105e-16,0.58279,0.56758,0.72457,-6.4907
999_299.167642,0.18241,4.8295e-16,0.58119,0.56863,0.72514,-6.4916
47_359.064934,0.16855,-3.6984e-16,0.57618,0.57194,0.72821,-6.4946
1216_449.287424,0.17426,7.0499e-16,0.57496,0.57275,0.72821,-6.4953
755_325.113018,-0.16475,1.9429e-16,-0.57478,0.57286,0.72821,-6.4954
320_347.167731,0.16721,2.7756e-18,0.57354,0.57368,0.72849,-6.4961
1653_371.594334,0.16515,3.6915e-16,0.5678,0.57749,0.73254,-6.4995
1638_647.694274,0.16463,3.6499e-16,0.56636,0.57845,0.73291,-6.5003
1477_824.14656,0.16433,-5.6066e-16,0.56554,0.579,0.73291,-6.5008
148_249.185001,0.14459,7.2364e-16,0.56417,0.57991,0.73329,-6.5016
1772_745.410404,0.16323,-5.5372e-16,0.56245,0.58105,0.73396,-6.5026
1430_309.167337,0.1626,6.9389e-18,0.56069,0.58223,0.73467,-6.5036
235_487.231212,0.15643,2.7756e-18,0.55509,0.58596,0.73861,-6.5068
977_408.810649,-0.14304,-7.0915e-16,-0.55178,0.58818,0.74063,-6.5087
1048_280.995528,-0.14663,2.2204e-16,-0.54759,0.59099,0.74339,-6.511
858_309.130954,-0.13928,1.231e-15,-0.54624,0.5919,0.74349,-6.5118
652_229.927417,-0.15601,-7.7438e-16,-0.54405,0.59338,0.74349,-6.513
319_296.183042,0.15644,1.8735e-16,0.54322,0.59393,0.74349,-6.5134
1064_470.076145,-0.1598,3.7748e-16,-0.54302,0.59407,0.74349,-6.5136
1680_643.356953,0.15631,5.7454e-16,0.54287,0.59417,0.74349,-6.5136
685_345.133357,-0.14958,8.2573e-16,-0.5403,0.5959,0.74487,-6.5151
927_308.185731,0.13923,2.3453e-16,0.53465,0.59972,0.74887,-6.5182
224_432.269431,-0.18528,8.3267e-18,-0.53103,0.60217,0.75115,-6.5201
1136_521.335297,0.15141,5.7732e-16,0.52876,0.60372,0.7523,-6.5214
731_625.092247,0.13161,5.0931e-16,0.52426,0.60677,0.75479,-6.5238
957_429.233126,0.14975,-3.8441e-16,0.52394,0.60699,0.75479,-6.524
43_349.183383,0.17077,-4.7367e-16,0.52303,0.60761,0.75479,-6.5245
1062_493.22561,0.15501,7.272e-16,0.52038,0.60942,0.75626,-6.5259
1695_619.240378,0.1472,3.9552e-16,0.51648,0.61208,0.75878,-6.528
143_359.136126,-0.14735,7.6016e-16,-0.51048,0.61619,0.76245,-6.5311
1869_553.556601,0.15269,-9.1038e-16,0.5103,0.61631,0.76245,-6.5312
1304_148.975793,-0.1464,-5.4401e-16,-0.50101,0.6227,0.7674,-6.536
