"",logFC,AveExpr,t,P.Value,adj.P.Val,B
870_246.952725,-0.18676,-1.3017e-15,-0.81794,0.4272,0.53124,-6.4554
1516_647.161614,0.20607,8.8402e-16,0.81441,0.42915,0.53311,-6.4583
1483_761.623625,0.20567,4.3437e-16,0.81347,0.42967,0.5332,-6.4591
1074_185.764326,0.21494,1.9984e-16,0.80642,0.4336,0.53752,-6.4649
1901_833.780762,0.20238,-6.4948e-16,0.80554,0.43409,0.53757,-6.4656
1715_589.479264,-0.23406,3.4417e-16,-0.79631,0.43925,0.54341,-6.4731
1049_521.287372,-0.23235,-5.4401e-16,-0.79493,0.44003,0.5438,-6.4742
753_378.112497,-0.2039,6.4115e-16,-0.79044,0.44256,0.54637,-6.4778
1770_602.882685,0.19481,9.0067e-16,0.78678,0.44463,0.54803,-6.4807
103_365.105522,-0.23893,-3.4903e-16,-0.78645,0.44482,0.54803,-6.481
52_481.261974,0.2475,-4.8989e-16,0.78059,0.44814,0.55156,-6.4856
1088_557.276635,0.22593,-5.5511e-16,0.77905,0.44902,0.55208,-6.4868
1295_389.994422,0.18976,4.5658e-16,0.77383,0.45201,0.55492,-6.4909
1019_369.384031,-0.28377,6.6058e-16,-0.77295,0.45251,0.55492,-6.4916
1347_556.282203,0.18904,2.2898e-16,0.77196,0.45308,0.55492,-6.4924
70_525.288151,0.24669,4.6629e-16,0.77176,0.45319,0.55492,-6.4926
48_437.235779,0.24046,6.5364e-16,0.76951,0.45448,0.55594,-6.4943
1021_178.963806,0.25046,6.3283e-16,0.76581,0.45661,0.55797,-6.4972
369_369.372806,0.18551,-2.3037e-16,0.76266,0.45842,0.55945,-6.4997
1593_580.259004,0.1853,4.6352e-16,0.7621,0.45875,0.55945,-6.5001
1114_190.963811,-0.25345,1.5543e-16,-0.76004,0.45994,0.56034,-6.5017
8_600.240419,0.26547,4.0662e-16,0.75754,0.46139,0.56153,-6.5036
791_265.04726,-0.17692,-1.2497e-15,-0.75667,0.46189,0.56157,-6.5043
1283_115.656709,0.18285,9.5618e-16,0.75552,0.46256,0.56181,-6.5052
1319_299.273418,0.18245,-4.8295e-16,0.75447,0.46317,0.56199,-6.506
195_339.227936,0.23729,-1.5751e-16,0.75127,0.46503,0.56368,-6.5084
1052_484.384482,0.27087,1.3323e-16,0.74885,0.46644,0.56482,-6.5103
801_309.149583,0.17888,7.1471e-16,0.74472,0.46886,0.56716,-6.5134
1048_280.995528,0.20659,5.8287e-16,0.74273,0.47002,0.568,-6.5149
1731_187.057771,0.17765,-2.3037e-16,0.74133,0.47085,0.56843,-6.516
977_408.810649,-0.183,9.0622e-16,-0.73583,0.47408,0.57175,-6.5201
1268_385.37894,-0.22967,3.2196e-16,-0.73342,0.4755,0.5729,-6.5219
919_459.292878,0.26458,-4.1078e-16,0.72812,0.47864,0.5758,-6.5259
350_604.324745,-0.22378,1.7208e-16,-0.72772,0.47888,0.5758,-6.5262
1863_130.965304,0.19505,-7.9936e-16,0.72665,0.47951,0.57599,-6.5269
1252_443.29154,-0.23458,-1.7208e-16,-0.71841,0.48442,0.5813,-6.533
1261_180.964214,0.2242,1.7208e-16,0.7174,0.48502,0.58144,-6.5338
1383_197.114905,0.16866,7.4246e-16,0.71582,0.48596,0.5817,-6.5349
1865_541.462326,0.16853,-9.9365e-16,0.71542,0.4862,0.5817,-6.5352
143_359.136126,-0.20512,7.3413e-16,-0.71273,0.48781,0.58282,-6.5372
1490_889.038803,-0.22489,3.2196e-16,-0.71224,0.48811,0.58282,-6.5375
1510_529.348595,0.20185,5.4401e-16,0.71023,0.48932,0.58368,-6.539
1689_501.317048,0.20681,1.8874e-16,0.70907,0.49001,0.58393,-6.5398
874_334.222512,-0.18215,8.6736e-19,-0.70697,0.49128,0.58478,-6.5413
942_627.313466,0.23035,6.3283e-16,0.70626,0.49171,0.58478,-6.5419
1110_185.766668,0.18636,-8.1601e-16,0.70037,0.49526,0.58794,-6.5461
1163_535.214995,-0.20461,8.9373e-16,-0.70019,0.49537,0.58794,-6.5462
1147_103.61631,0.21536,1.6653e-16,0.69944,0.49583,0.58794,-6.5468
750_354.076119,-0.18535,-1.0394e-15,-0.69591,0.49797,0.58989,-6.5493
670_319.262698,-0.20693,6.9389e-16,-0.69078,0.50109,0.59261,-6.5529
758_242.211548,-0.16278,-4.9127e-16,-0.69051,0.50125,0.59261,-6.5531
641_305.248243,0.19268,3.7192e-16,0.68796,0.50281,0.59387,-6.5549
1694_563.891858,0.15887,1.0311e-15,0.68667,0.50359,0.59421,-6.5558
1446_632.350859,-0.19487,1.9429e-16,-0.68115,0.50697,0.59761,-6.5597
749_265.179917,-0.16192,-2.4598e-16,-0.67345,0.51171,0.60261,-6.565
1432_419.315644,0.15401,-5.2597e-16,0.67165,0.51283,0.60333,-6.5663
1515_188.091816,0.15155,1.0575e-15,0.6639,0.51763,0.60838,-6.5716
1305_443.192596,0.1508,2.6507e-16,0.66153,0.5191,0.6093,-6.5732
1304_148.975793,0.20415,4.885e-16,0.66099,0.51943,0.6093,-6.5736
298_513.23066,0.18447,3.6082e-16,0.64982,0.52641,0.61689,-6.5811
106_303.073533,-0.18834,0,-0.63901,0.53322,0.62425,-6.5882
1151_346.310537,0.20787,6.2172e-16,0.63411,0.53632,0.62727,-6.5914
832_305.097748,0.18861,6.8279e-16,0.63154,0.53794,0.62856,-6.5931
918_229.143535,0.16173,1.1102e-17,0.62644,0.54118,0.63173,-6.5964
747_341.341504,-0.15623,-2.2551e-16,-0.62321,0.54325,0.63294,-6.5985
802_263.008376,0.21006,5.9397e-16,0.62316,0.54328,0.63294,-6.5985
650_177.955981,0.17365,1.8874e-16,0.62184,0.54412,0.63331,-6.5994
19_333.278904,0.1593,4.3368e-16,0.6187,0.54613,0.63504,-6.6014
1162_346.603934,0.17409,-3.6637e-16,0.6153,0.54831,0.63646,-6.6035
78_262.906996,-0.22506,-5.3013e-16,-0.61514,0.54841,0.63646,-6.6036
724_225.257764,0.16189,8.2712e-16,0.61342,0.54951,0.63712,-6.6047
914_182.081246,0.20373,4.3923e-16,0.6105,0.55139,0.63867,-6.6066
746_320.294885,0.17549,3.7192e-16,0.60893,0.5524,0.63923,-6.6076
30_343.295613,-0.19616,4.5519e-16,-0.60692,0.5537,0.64011,-6.6088
1129_103.581439,-0.19037,8.2157e-16,-0.60488,0.55501,0.64101,-6.6101
667_293.025389,0.13229,8.4655e-16,0.59997,0.55819,0.64407,-6.6131
738_185.432193,0.14543,9.2704e-16,0.58872,0.5655,0.6516,-6.62
1180_278.138464,0.15564,8.3267e-16,0.58825,0.56581,0.6516,-6.6203
1375_544.975929,0.17085,7.3275e-16,0.58388,0.56867,0.65427,-6.623
1885_837.469886,0.15732,4.0523e-16,0.58207,0.56985,0.655,-6.6241
200_245.15129,-0.13221,-5.3252e-16,-0.57939,0.5716,0.65637,-6.6257
974_101.435247,0.21356,-4.1633e-16,0.57739,0.57292,0.65637,-6.6269
1153_399.265354,-0.19602,5.9952e-16,-0.57712,0.5731,0.65637,-6.627
904_203.888398,-0.14112,2.3453e-16,-0.57692,0.57323,0.65637,-6.6272
282_319.224468,0.16467,-9.3814e-16,0.57605,0.5738,0.65639,-6.6277
315_670.319452,0.17259,5.5511e-18,0.57425,0.57499,0.65713,-6.6287
332_550.607881,-0.1729,-5.107e-16,-0.57129,0.57693,0.65783,-6.6305
869_327.122797,-0.12911,-1.0769e-15,-0.57096,0.57715,0.65783,-6.6307
1356_107.723827,-0.16182,3.7748e-16,-0.57082,0.57724,0.65783,-6.6308
1131_556.271691,0.16043,-7.605e-16,0.56968,0.57799,0.65806,-6.6314
1341_202.986386,0.15322,3.7192e-16,0.55827,0.58555,0.66603,-6.6381
1265_380.82128,-0.17294,1.4988e-16,-0.55506,0.58768,0.66776,-6.64
657_265.023181,0.18671,4.5658e-16,0.55431,0.58819,0.66776,-6.6404
253_436.782828,-0.18587,-2.9421e-16,-0.54352,0.59539,0.6753,-6.6465
1140_464.250412,0.14332,8.0491e-16,0.53472,0.6013,0.68136,-6.6514
1085_338.901934,-0.16215,-3.4417e-16,-0.53307,0.60241,0.68197,-6.6524
1656_651.525471,0.1498,5.6621e-16,0.52579,0.60733,0.68689,-6.6564
905_315.177911,0.13234,6.6058e-16,0.52073,0.61076,0.68997,-6.6591
288_322.862665,-0.16872,6.2728e-16,-0.52008,0.6112,0.68997,-6.6595
679_256.299976,-0.16697,1.5023e-16,-0.5186,0.6122,0.69045,-6.6603
693_196.961153,-0.15006,1.7486e-16,-0.51641,0.61369,0.69149,-6.6614
247_454.723172,-0.17163,6.0507e-16,-0.51425,0.61516,0.69249,-6.6626
1333_360.362573,-0.14888,3.7192e-16,-0.51214,0.6166,0.69346,-6.6637
1384_305.898246,-0.14318,-9.2704e-16,-0.50549,0.62114,0.69791,-6.6672
1799_558.846898,-0.14466,3.5527e-16,-0.504,0.62216,0.6984,-6.668
1123_267.195575,0.13005,-5.5511e-18,0.50215,0.62343,0.69917,-6.669
1937_535.950424,0.13733,-1.9984e-16,0.49693,0.62701,0.70233,-6.6717
1426_385.147009,0.13593,-1.9429e-16,0.49635,0.62741,0.70233,-6.672
682_218.943104,-0.16152,-1.5118e-16,-0.49283,0.62983,0.70438,-6.6738
318_454.784215,-0.1508,-8.3267e-16,-0.48871,0.63268,0.7069,-6.6759
1192_370.741051,-0.15896,6.2728e-16,-0.48477,0.63539,0.70928,-6.6779
113_217.104732,0.11674,-4.8468e-16,0.48158,0.6376,0.71108,-6.6795
238_340.803015,-0.16601,7.272e-16,-0.48067,0.63824,0.71113,-6.68
158_399.154394,-0.12355,-8.684e-16,-0.4777,0.6403,0.71276,-6.6815
690_207.966561,0.1508,3.1329e-16,0.46445,0.64953,0.72236,-6.688
1195_216.922772,-0.14519,3.3307e-16,-0.46093,0.65199,0.72443,-6.6897
268_438.779889,-0.16101,7.1054e-16,-0.45651,0.65508,0.72719,-6.6918
652_229.927417,0.11717,8.547e-16,0.4503,0.65945,0.73136,-6.6947
1046_430.696692,-0.1568,2.9143e-16,-0.44851,0.6607,0.73208,-6.6955
1150_206.89398,-0.14678,-4.5519e-16,-0.43897,0.66744,0.73886,-6.7
1156_343.131535,0.1269,1.8874e-16,0.43251,0.67201,0.74324,-6.7029
1132_514.678717,0.13119,6.9389e-16,0.42752,0.67555,0.74647,-6.7051
714_228.942164,-0.10756,9.0761e-16,-0.42404,0.67803,0.74809,-6.7067
857_101.435248,-0.10022,2.5084e-16,-0.4237,0.67827,0.74809,-6.7068
712_387.055685,-0.13295,-3.3029e-16,-0.41712,0.68297,0.75258,-6.7097
153_709.470666,-0.12661,6.8591e-16,-0.41511,0.6844,0.75347,-6.7106
1120_383.014099,-0.12721,-3.3862e-16,-0.40818,0.68936,0.75824,-6.7136
1149_271.115314,0.11682,-7.4385e-16,0.40541,0.69135,0.75973,-6.7148
1342_275.161868,0.10749,-1.0159e-15,0.39647,0.69779,0.7661,-6.7185
262_516.723321,-0.13195,-1.4988e-16,-0.39467,0.69908,0.76682,-6.7193
994_312.78243,-0.14439,-2.6645e-16,-0.39301,0.70028,0.76743,-6.72
1523_496.339867,0.10732,7.9381e-16,0.391,0.70173,0.76832,-6.7208
1060_298.164995,-0.11279,-9.1593e-16,-0.38949,0.70282,0.76881,-6.7214
51_297.615495,0.11547,-8.5799e-16,0.37986,0.70979,0.77573,-6.7253
799_557.277413,0.093122,4.6456e-16,0.37459,0.71363,0.77921,-6.7274
752_318.279242,0.11673,6.6891e-16,0.37353,0.71439,0.77934,-6.7278
970_345.227254,0.10166,-5.8842e-16,0.3694,0.7174,0.78191,-6.7294
1704_584.854094,0.10804,1.9429e-16,0.36795,0.71846,0.78235,-6.73
10_305.247604,0.1548,-4.5554e-16,0.36592,0.71994,0.78325,-6.7307
719_357.26124,-0.095181,-6.3283e-16,-0.36377,0.72151,0.78379,-6.7316
176_182.936665,-0.093677,2.1823e-16,-0.36345,0.72174,0.78379,-6.7317
265_305.070581,-0.11621,-3.3307e-16,-0.36055,0.72386,0.78485,-6.7328
757_331.209202,-0.093434,1.088e-15,-0.36033,0.72402,0.78485,-6.7329
1190_432.693734,0.11741,-3.0531e-16,0.35397,0.72868,0.78918,-6.7352
1258_531.386729,-0.10428,-1.7764e-16,-0.34877,0.73249,0.7926,-6.7372
1093_103.591393,-0.10678,1.7764e-16,-0.34646,0.73419,0.79349,-6.738
245_372.738094,-0.13363,-2.72e-16,-0.34585,0.73464,0.79349,-6.7382
819_340.096852,0.091336,4.2466e-16,0.34481,0.7354,0.7936,-6.7386
731_625.092247,0.082729,-7.3309e-16,0.34267,0.73698,0.79459,-6.7394
1215_336.191886,-0.085061,4.4409e-16,-0.33332,0.74387,0.80089,-6.7427
843_283.115305,-0.094595,-3.6637e-16,-0.33293,0.74416,0.80089,-6.7428
1053_241.954057,0.10493,-8.2712e-16,0.33194,0.74489,0.80096,-6.7432
206_338.805967,-0.11719,-2.72e-16,-0.32932,0.74683,0.80155,-6.7441
1182_488.655272,-0.10893,3.1364e-16,-0.32924,0.74688,0.80155,-6.7441
1256_576.678954,-0.11003,-4.6629e-16,-0.32848,0.74745,0.80155,-6.7444
917_227.938408,0.085566,4.3576e-16,0.32678,0.74871,0.80219,-6.745
233_374.782623,-0.11415,-7.0499e-16,-0.32343,0.75119,0.80413,-6.7461
1144_189.955984,-0.1089,-1.3045e-16,-0.3158,0.75685,0.80946,-6.7487
779_243.159181,-0.08217,6.3283e-16,-0.31031,0.76093,0.81311,-6.7505
136_698.217228,0.084582,-1.3878e-18,0.30824,0.76247,0.81403,-6.7512
63_621.418363,0.10461,-1.3045e-16,0.30676,0.76358,0.81448,-6.7516
889_261.953634,-0.074347,2.4147e-16,-0.30474,0.76508,0.81494,-6.7523
272_378.824245,-0.10527,-5.9397e-16,-0.30373,0.76584,0.81494,-6.7526
1080_443.334353,-0.09802,4.774e-16,-0.30346,0.76604,0.81494,-6.7527
1220_556.248406,-0.086311,5.5511e-16,-0.30141,0.76757,0.81584,-6.7533
813_676.235187,0.091144,-1.7208e-16,0.27691,0.78593,0.83461,-6.7608
1251_264.022048,-0.080348,3.4972e-16,-0.27592,0.78667,0.83467,-6.7611
1291_556.405497,-0.077531,-5.7732e-16,-0.27432,0.78788,0.8352,-6.7616
1205_317.151992,-0.081834,7.1054e-16,-0.27124,0.7902,0.83692,-6.7624
104_425.214653,0.082108,6.6995e-16,0.26127,0.79772,0.84415,-6.7652
1154_319.151689,-0.071995,-5.7176e-16,-0.25638,0.80141,0.84731,-6.7666
1022_192.759825,0.069505,1.8874e-16,0.23204,0.81989,0.86581,-6.7728
97_291.156778,-0.055623,-2.485e-16,-0.23143,0.82036,0.86581,-6.773
1058_255.122797,-0.059364,-2.1094e-16,-0.22365,0.82629,0.8713,-6.7749
1206_421.278465,-0.075804,-1.4433e-16,-0.22186,0.82765,0.87198,-6.7753
651_204.026809,0.052725,-4.8989e-16,0.21649,0.83176,0.87553,-6.7765
34_489.339828,0.075701,2.8588e-16,0.21348,0.83405,0.87718,-6.7772
660_240.159514,0.049793,9.8289e-16,0.20734,0.83875,0.88135,-6.7786
255_496.738463,-0.069205,1.3878e-16,-0.20251,0.84246,0.88447,-6.7796
1372_376.732178,-0.059171,5.218e-16,-0.19923,0.84497,0.88557,-6.7803
1209_487.360555,-0.063707,6.3283e-16,-0.19921,0.84499,0.88557,-6.7803
1086_371.101331,-0.055946,1.9429e-16,-0.19784,0.84604,0.8859,-6.7806
831_296.219715,-0.042288,-5.336e-16,-0.18311,0.85736,0.89697,-6.7836
868_205.086003,0.043563,-2.4564e-16,0.18143,0.85865,0.89755,-6.7839
271_366.230118,-0.062197,-5.5511e-16,-0.17492,0.86367,0.90201,-6.7851
1267_432.771143,-0.055501,8.1046e-16,-0.1724,0.86561,0.90325,-6.7856
1247_225.182581,-0.04611,-6.2172e-16,-0.1706,0.867,0.90354,-6.7859
54_401.287441,0.060458,1.3531e-16,0.17009,0.8674,0.90354,-6.786
44_577.392194,0.05899,-4.3715e-16,0.1691,0.86816,0.90355,-6.7862
1374_416.227961,0.050396,-1.7208e-16,0.16798,0.86902,0.90366,-6.7864
1037_317.150903,0.049306,-7.1609e-16,0.16697,0.8698,0.90369,-6.7865
1254_516.675839,-0.050088,5.107e-16,-0.16446,0.87174,0.90472,-6.787
893_281.247606,-0.037944,1.3232e-15,-0.16373,0.8723,0.90472,-6.7871
13_301.141128,-0.036075,-5.5511e-18,-0.16021,0.87503,0.90656,-6.7877
859_130.965217,0.04377,-5.9709e-16,0.15948,0.87559,0.90656,-6.7878
785_658.198954,-0.039142,4.6506e-16,-0.15799,0.87674,0.90697,-6.7881
39_445.313641,0.056834,5.6344e-16,0.15653,0.87787,0.90735,-6.7883
1104_556.281427,-0.039262,8.6597e-16,-0.15073,0.88236,0.91121,-6.7893
99_665.44449,-0.048604,-1.6098e-16,-0.14129,0.88967,0.91798,-6.7907
997_278.642027,-0.045655,1.5543e-16,-0.13755,0.89257,0.92018,-6.7913
1296_405.261208,-0.035547,2.1094e-16,-0.13235,0.8966,0.92334,-6.792
1117_263.164273,-0.03642,1.9984e-16,-0.1312,0.8975,0.92334,-6.7922
145_289.144505,0.034542,-4.2188e-16,0.13062,0.89795,0.92334,-6.7923
1137_200.087634,-0.038242,3.4417e-16,-0.12643,0.9012,0.92589,-6.7928
1222_107.766925,-0.034012,7.272e-16,-0.11751,0.90814,0.93222,-6.794
883_607.209635,-0.034802,-8.6597e-16,-0.11567,0.90957,0.93289,-6.7942
742_103.601354,0.032701,-5.1903e-16,0.10462,0.91817,0.94091,-6.7955
711_361.133162,-0.029994,9.2704e-16,-0.1035,0.91905,0.941,-6.7956
755_325.113018,-0.027856,7.6328e-16,-0.097408,0.92379,0.94506,-6.7963
1228_453.126131,-0.029357,3.2752e-16,-0.095433,0.92533,0.94583,-6.7965
669_191.971638,-0.029633,4.0523e-16,-0.081866,0.93592,0.95578,-6.7977
1173_235.914624,0.024213,7.1609e-16,0.080914,0.93666,0.95578,-6.7978
120_221.945827,0.021864,3.7609e-16,0.077314,0.93948,0.95727,-6.7981
1146_527.158353,-0.025179,-1.4433e-16,-0.077004,0.93972,0.95727,-6.7982
700_107.74537,-0.022176,-6.1583e-18,-0.075025,0.94127,0.95756,-6.7983
12_319.263252,0.022145,3.6984e-16,0.074596,0.9416,0.95756,-6.7983
1467_440.824377,-0.020289,1.8874e-16,-0.070596,0.94473,0.95992,-6.7987
1436_889.044526,-0.021395,-5.5511e-18,-0.06887,0.94607,0.96048,-6.7988
1219_626.100081,-0.019739,-9.1038e-16,-0.067222,0.94736,0.96098,-6.7989
1424_226.951584,-0.018173,-3.7748e-16,-0.064369,0.94959,0.96243,-6.7991
237_454.282541,0.020423,4.2744e-16,0.056666,0.95562,0.96771,-6.7996
324_574.681929,-0.015156,-6.9944e-16,-0.050023,0.96082,0.97216,-6.8
339_244.154425,0.014302,5.3291e-16,0.046891,0.96327,0.97307,-6.8001
277_374.735136,0.016165,5.7732e-16,0.045973,0.96399,0.97307,-6.8002
313_544.966816,-0.013267,-7.3275e-16,-0.045765,0.96415,0.97307,-6.8002
627_296.222118,0.011283,-2.7756e-18,0.041969,0.96712,0.97525,-6.8004
36_533.366016,-0.013003,-4.3021e-16,-0.036519,0.97139,0.97873,-6.8006
174_260.862449,0.013569,-1.4433e-16,0.034608,0.97289,0.97941,-6.8007
224_432.269431,-0.011551,-3.8788e-16,-0.031044,0.97568,0.9814,-6.8008
792_176.970724,0.0069014,-3.7262e-16,0.023618,0.98149,0.98643,-6.801
92_200.947242,0.0046036,6.9042e-16,0.018263,0.98569,0.98981,-6.8011
121_313.23503,0.0044858,-4.6838e-18,0.016552,0.98703,0.99033,-6.8011
1070_666.447717,-0.0042896,7.272e-16,-0.012191,0.99045,0.99293,-6.8012
1255_305.306261,-0.0025294,9.2704e-16,-0.0086962,0.99319,0.99484,-6.8013
1324_606.569531,0.0014897,-6.8834e-16,0.0048181,0.99622,0.99706,-6.8013
1480_215.948143,-0.00062366,9.992e-16,-0.0022612,0.99823,0.99823,-6.8013
